drug_clean,smiles
MEPERIDINE,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
MEPERIDINE HYDROCHLORIDE,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl
MEPIVACAINE HYDROCHLORIDE,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl
MEPOLIZUMAB,
MEPROBAMATE,CCCC(C)(COC(=O)N)COC(=O)N
MEPRON,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O
MEPSEVII,
MERCAPTOPURINE,C1=NC2=C(N1)C(=S)N=CN2
MEROPENEM,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O
MESALAMINE,C1=CC(=C(C=C1N)C(=O)O)O
MESALAMINE RECTAL,C1=CC(=C(C=C1N)C(=O)O)O
MESNA,C(CS(=O)(=O)[O-])S.[Na+]
MESTINON,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]
METALYSE,
METARAMINOL BITARTRATE,C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
METFORMIN,CN(C)C(=N)N=C(N)N
METFORMIN HYDROCHLORIDE,CN(C)C(=N)N=C(N)N.Cl
METFORMIN HYDROCHLORIDE\SITAGLIPTIN,
METFORMIN HYDROCHLORIDE\SITAGLIPTIN PHOSPHATE,
METFORMIN\NALTREXONE\TOPIRAMATE,
METFORMIN\SITAGLIPTIN,
METGLUCO,
METHADONE,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
METHADONE HYDROCHLORIDE,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl
METHADOSE,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl
METHAMPHETAMINE,C[C@@H](CC1=CC=CC=C1)NC
METHAMPHETAMINE HYDROCHLORIDE,C[C@@H](CC1=CC=CC=C1)NC.Cl
METHAZOLAMIDE,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
METHENAMINE HIPPURATE,C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(=O)NCC(=O)O
METHENAMINE MANDELATE,C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(C(=O)O)O
METHIMAZOLE,CN1C=CNC1=S
METHOCARBAMOL,COC1=CC=CC=C1OCC(COC(=O)N)O
METHOHEXITAL SODIUM,CCC#CC(C)C1(C(=O)N=C(N(C1=O)C)[O-])CC=C.[Na+]
METHOTREXATE,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
METHOTREXATE SODIUM,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]
METHSUXIMIDE,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2
METHYL SALICYLATE,COC(=O)C1=CC=CC=C1O
METHYLCOBALAMIN\NALTREXONE\TOPIRAMATE,
METHYLCOBALAMIN\SEMAGLUTIDE,
METHYLDOPA,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N
METHYLENE BLUE,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]
METHYLIN,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl
METHYLPHENIDATE,COC(=O)C(C1CCCCN1)C2=CC=CC=C2
METHYLPHENIDATE HYDROCHLORIDE,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl
METHYLPREDNISOLONE,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
METHYLPREDNISOLONE ACETATE,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)C)O
METHYLPREDNISOLONE SODIUM SUCCINATE,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)[O-])O.[Na+]
METOCLOPRAMIDE,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
METOCLOPRAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl.O.Cl
METOLAZONE,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
METOPIRONE,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
METOPROLOL,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
METOPROLOL SUCCINATE,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.C(CC(=O)O)C(=O)O
METOPROLOL TARTRATE,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
METRELEPTIN,
METRONIDAZOLE,CC1=NC=C(N1CCO)[N+](=O)[O-]
METRONIDAZOLE\NYSTATIN,
MEXILETINE,CC1=C(C(=CC=C1)C)OCC(C)N
MICAFUNGIN,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)[C@@H](CC(=O)N)O)C)O)O)O
MICAFUNGIN SODIUM,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC(=C(C=C7)O)OS(=O)(=O)[O-])O)O)[C@@H](CC(=O)N)O)C)O)O)O.[Na+]
MICARDIS,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
MICARDIS HCT,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
MICONAZOLE,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
MICONAZOLE 1 WALGREENS,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
MICONAZOLE 3,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
MICONAZOLE NITRATE,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
MIDAZOLAM,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
MIDAZOLAM HYDROCHLORIDE,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F.Cl
MIDODRINE,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O
MIDODRINE HYDROCHLORIDE,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl
MIDOL COMPLETE,
MIDOSTAURIN,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC
MIEBO,CCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
MIFEPRISTONE,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O
MIGLUSTAT,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O
MIGRAINE FORMULA,CC(=O)NC1=CC=C(C=C1)O.CC(=O)OC1=CC=CC=C1C(=O)O.CN1C=NC2=C1C(=O)N(C(=O)N2C)C
MILK OF MAGNESIA,[OH-].[OH-].[Mg+2]
MILK OF MAGNESIA ORIGINAL,[OH-].[OH-].[Mg+2]
MILRINONE,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
MILRINONE LACTATE,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2.CC(C(=O)O)O
MINERAL OIL,
MINERALS\VITAMINS,
MINIRIN,C1C[C@H](N(C1)C(=O)[C@@H]2CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)N
MINIVELLE,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O
MINOCIN,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl
MINOCYCLINE,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C
MINOCYCLINE HYDROCHLORIDE,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl
MINOXIDIL,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
MIPLYFFA,C1CCN(CC1)C[C@H](CO/N=C(/C2=C[N+](=CC=C2)[O-])\Cl)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
MIRABEGRON,C1=CC=C(C=C1)[C@H](CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O
MIRAFAST SOFT CHEWS,[OH-].[OH-].[Mg+2]
MIRALAX,
MIRAPEX,CCCN[C@H]1CCC2=C(C1)SC(=N2)N
MIRCERA,
MIRDAMETINIB,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O
MIRENA,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
MIRIKIZUMAB,
MIRTAZAPINE,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
MIRVASO,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
MIRVETUXIMAB SORAVTANSINE,
MIRVETUXIMAB SORAVTANSINE-GYNX,
MISOPROSTOL,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O
MITAPIVAT,C1CC1CN2CCN(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5
MITICURE,
MITIGARE,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
MITOMYCIN,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N
MITOMYCIN C,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N
MITOXANTRONE,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
MIXED RAGWEED,
MOBIC,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
MOBOCERTINIB,CC(C)OC(=O)C1=CN=C(N=C1C2=CN(C3=CC=CC=C32)C)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC
MOCLOBEMIDE,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl
MODAFINIL,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
MODEYSO,CC1=CC=CC=C1CN2C(=O)C3=C(CCN(C3)CC4=CC=CC=C4)N5C2=NCC5
MOGAMULIZUMAB,
MOLD MIX 1,
MOLNUPIRAVIR,CC(C)C(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)NO)O)O
MOMELOTINIB,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N
MOMELOTINIB DIHYDROCHLORIDE,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N.Cl.Cl
MOMETASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)Cl)C
MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C
MOMETASONE FUROATE MONOHYDRATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C.O
MOMETASONE FUROATE\OLOPATADINE HYDROCHLORIDE,
MONISTAT,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
MONISTAT 1 COMBINATION PACK,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
MONISTAT 1 COMBINATION PACK TRIPLE ACTION,
MONISTAT 3,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
MONISTAT 3 COMBINATION PACK,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
MONISTAT 3 COMBINATION PACK 3 OVULE INSERTS,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
MONISTAT 7,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
MONISTAT 7 7-DAY DISPOSABLE APPLICATORS,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
MONISTAT 7 COMBINATION PACK,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
MONISTAT 7 COMBINATION PACK TRIPLE ACTION,
MONISTAT COMPLETE CARE INSTANT ITCH RELIEF,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
MONISTAT TIOCONAZOLE 1,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
MONJUVI,
MONOFERRIC,
MONOKET,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O
MONTELUKAST,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
MONTELUKAST SODIUM,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+]
MOROCTOCOG ALFA,
MORPHINE,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O
MORPHINE SULFATE,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.OS(=O)(=O)O
MOSUNETUZUMAB,
MOTEGRITY,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl.C(CC(=O)O)C(=O)O
MOTRIN,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
MOTRIN INFANTS,
MOUNJARO,
MOVANTIK,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC=C)O
MOVIPREP,
MOXIFLOXACIN,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
MOXIFLOXACIN HYDROCHLORIDE,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.Cl
MS CONTIN,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O
MUCINEX,COC1=CC=CC=C1OCC(CO)O
MUCINEX COUGH CHEST CONGESTION,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC.COC1=CC=CC=C1OCC(CO)O
MUCINEX DM,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC.COC1=CC=CC=C1OCC(CO)O
MUCINEX DM MAXIMUM STRENGTH,
MUCINEX MAXIMUM STRENGTH,COC1=CC=CC=C1OCC(CO)O
MUCINEX SINUS-MAX SEVERE NASAL CONGESTION RELIEF CLEAR AND COOL NASAL,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C.Cl
MULPLETA,CCCCCCO[C@@H](C)C1=CC=CC(=C1OC)C2=CSC(=N2)NC(=O)C3=CC(=C(C(=C3)Cl)/C=C(\C)/C(=O)O)Cl
MULTAQ,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC
MULTIHANCE,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)O.[Gd+3]
MUPIROCIN,C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O
MURO 128,[Na+].[Cl-]
MVASI,
MY CHOICE TM,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
MY WAY,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
MYALEPT,
MYCAMINE,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)[C@@H](CC(=O)N)O)C)O)O)O
MYCAPSSA,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O
MYCOBUTIN,C[C@H]1/C=C/C=C(\C(=O)N=C2C(=C3C(=C4C2=NC5(N4)CCN(CC5)CC(C)C)C6=C(C(=C3O)C)O[C@@](C6=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)O)/C
MYCOPHENOLATE MOFETIL,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O.Cl
MYCOPHENOLATE SODIUM,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)[O-])O.[Na+]
MYCOPHENOLIC ACID,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O
MYDAYIS,C[C@@H](CC1=CC=CC=C1)N.C[C@@H](CC1=CC=CC=C1)N.C[C@@H](CC1=CC=CC=C1)N.C[C@@H](CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.C([C@@H](C(=O)O)N)C(=O)O.[C@H]([C@@H]([C@@H](C(=O)O)O)O)([C@H](C(=O)O)O)O.OS(=O)(=O)O.OS(=O)(=O)O
MYDRIACYL,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
MYFEMBREE,
MYFORTIC,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O
MYLOTARG,CCN(C(=O)C)[C@@]1(CO[C@H](C[C@@H]1OC)O[C@@H]2[C@@H]([C@@H]([C@H](O[C@H]2O[C@H]3C#CC=CC#C[C@@]4(CC(=O)C(=C3C4=CCSSC(C)(C)CC(=O)NN=C(C)C5=CC=C(C=C5)OCCCC(=O)N)NC(=O)OC)O)C)NO[C@H]6C[C@@H]([C@@H]([C@H](O6)C)SC(=O)C7=C(C(=C(C(=C7OC)O)OC8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)OC)O)I)C)O)O)C
MYOVIEW,CCOCC[PH+](CCOCC)CC[PH+](CCOCC)CCOCC.CCOCC[PH+](CCOCC)CC[PH+](CCOCC)CCOCC.O=[99Tc]=O
MYOZYME,
MYRBETRIQ,C1=CC=C(C=C1)[C@H](CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O
NABILONE,CCCCCCC(C)(C)C1=CC(=C2[C@@H]3CC(=O)CC[C@H]3C(OC2=C1)(C)C)O
NADH,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O
NADIDE,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
NADOFARAGENE FIRADENOVEC,
NADOLOL,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O
NAFARELIN ACETATE,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)[C@@H](CC2=CC3=CC=CC=C3C=C2)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@@H]8CCC(=O)N8.CC(=O)O.O
NAFCILLIN,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
NAFCILLIN SODIUM,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+]
NAGLAZYME,
NALMEFENE,C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O
NALMEFENE HYDROCHLORIDE,C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O.Cl
NALOXEGOL OXALATE,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC=C)O.C(=O)(C(=O)O)O
NALOXONE,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O
NALOXONE HCL,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O.Cl
NALOXONE HYDROCHLORIDE,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O.Cl
NALTREXONE,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O
NALTREXONE HYDROCHLORIDE,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O.Cl
NAPROSYN,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
NAPROXEN,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
NAPROXEN SODIUM,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+]
NARATRIPTAN,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
NARCAN,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O
NARDIL,C1=CC=C(C=C1)CCNN
NASACORT,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O
NASACORT ALLERGY 24HR,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O
NASALCROM,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+]
NASONEX,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C
NATACYN,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O
